Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1638480616.7431803,23148,1638480616,741718743,world,-3.4961917557963,0.20800313026794118,0.4761138605697898,0.006746036833653506,-0.0020733464387148264,0.002815531775004542,0.9999711320845259
1638480616.752877,23149,1638480616,751602468,world,-3.496387611643488,0.20811897068692933,0.4761025236062532,0.006710746735768606,-0.0018961384969150214,0.002105530016409688,0.9999734682882337
1638480616.7626235,23150,1638480616,761479504,world,-3.4962079407310376,0.20804914218049186,0.4760983858997966,0.006231266170901495,-0.001762207456068532,0.0026413355615936916,0.9999755443475807
1638480616.7729156,23151,1638480616,771541252,world,-3.4964332238645714,0.20819832664253224,0.47627172320792854,0.0010204429816165247,-0.0010916518138070698,0.0017749571130324126,0.99999730825622
1638480616.782689,23152,1638480616,781599320,world,-3.496342970133389,0.20819340737687858,0.4762151286011907,0.004515505075654654,-0.0008012218365734261,0.0008633804131752612,0.99998911135659
1638480616.7929926,23153,1638480616,791550567,world,-3.4961940078214564,0.20797288181862503,0.47604683640315043,0.00500447758982979,-0.0014515955975539531,0.0023050658552773314,0.9999837672410872
1638480616.8026628,23154,1638480616,801590938,world,-3.496399035314386,0.20822761306125356,0.4761668664535397,0.00797589365599488,-0.001582839301436872,0.0014429772534567795,0.9999658981969237
1638480616.8130257,23155,1638480616,811650574,world,-3.4962773549755575,0.20804207833701885,0.4761426761347549,0.005210862015619143,-0.0019327246386120172,0.0025537636134779786,0.9999812947170224
1638480616.823294,23156,1638480616,821550459,world,-3.496365554678393,0.2081790740539727,0.47610860665892446,0.007259431061177695,-0.0009110941276484091,0.0005922414175849002,0.999973059546237
1638480616.8327353,23157,1638480616,831528843,world,-3.4961911995409087,0.20807874122490022,0.4761453982307921,0.00742345266192074,-0.0013469879853868507,0.001974819901194658,0.999969588567723
1638480616.8426542,23158,1638480616,841781255,world,-3.4964852410801823,0.2082511493734072,0.47623113931788225,0.006642417100822807,-0.0012453545156687624,0.0008623681052709941,0.9999767915849047
1638480616.852604,23159,1638480616,851935934,world,-3.4963643324311855,0.20811158727051432,0.4761474689716056,0.0030647611725008466,-0.0011719059454200938,0.0016538173315284288,0.9999932493590369
1638480616.8632746,23160,1638480616,861764617,world,-3.4963681070130814,0.20812431871087805,0.4761202184582171,0.007626034001169855,-0.0021171261972686376,0.0018417424816854879,0.999966984138331
1638480616.87327,23161,1638480616,871662870,world,-3.496319549890887,0.2081938474057302,0.47619191361102514,0.005688932803600718,-0.0012544385282635163,0.0014525228379838355,0.9999819761400405
1638480616.8826358,23162,1638480616,881739338,world,-3.4963061785759066,0.20809402805012772,0.4761113705284205,0.006148232500473746,-0.0018746240766160378,0.002543456564292819,0.9999761076397761
1638480616.8933167,23163,1638480616,891870817,world,-3.496458890347336,0.20820425844161633,0.47613024327943676,0.006569919756450118,-0.0018435547822980328,0.0016710574784828734,0.9999753222090344
1638480616.9033277,23164,1638480616,902152317,world,-3.4963514143177066,0.20822109408180475,0.47624922564787003,0.00577522761237582,-0.0010602433275123458,0.0013852868604265006,0.999981801639623
1638480616.9128795,23165,1638480616,912015113,world,-3.4963928177535757,0.2079482909414175,0.47619560142447126,0.005376695857288461,-0.0018869086369291226,0.003697016996773645,0.9999769311253035
1638480616.9230928,23166,1638480616,922065245,world,-3.496522286370588,0.2079546844859169,0.4761147131701956,0.005588862637531943,-0.002210617176699078,0.003948610188427301,0.9999741427975509
1638480616.9335108,23167,1638480616,931520216,world,-3.4964017206457774,0.208181193918992,0.47629093051282173,0.0015510338981518429,-0.0013757496870207382,0.0018554259851940199,0.9999961294930391
1638480616.94344,23168,1638480616,941566635,world,-3.496400077325977,0.20812138727916732,0.4760950851097535,0.007765135334406635,-0.001970004986334553,0.002008564886112757,0.9999658931287059
1638480616.9551167,23169,1638480616,951575453,world,-3.496438451964584,0.20815302550287815,0.47617344925575184,0.003801139509862508,-0.0015724756628977233,0.0018943666131406465,0.9999897449643428
1638480616.9633353,23170,1638480616,961791767,world,-3.4962143336462725,0.20798306052536253,0.4760428855566525,0.005125242507211198,-0.0011869030724041474,0.0022164469379172694,0.9999837051238939
1638480616.9732246,23171,1638480616,971946446,world,-3.4965260453732703,0.20797151365618738,0.47608480221441335,0.0059217317913363545,-0.0022301338370771073,0.003999703179627493,0.999971980592524
1638480616.983683,23172,1638480616,981677973,world,-3.4963889691594687,0.2078928743948026,0.47609019705031375,0.002276911821812956,-0.0012966940003004573,0.003864883684523446,0.9999890984062428
1638480616.9939547,23173,1638480616,991874382,world,-3.4969518728685776,0.2080687408722021,0.47622473118912667,0.004046357644843796,-0.0016357047308509886,0.0022053000895536517,0.9999880439842062
1638480617.0036123,23174,1638480617,1760507,world,-3.4963631400583886,0.20817132547495557,0.4761145097833386,0.007950058631031523,-0.0009293521533437979,0.0007502462728350855,0.9999676844792879
1638480617.0133212,23175,1638480617,11748556,world,-3.496445945877496,0.208159398233862,0.47619085614853146,0.004624767419258198,-0.0017768385903928867,0.0016646878791910591,0.9999863414993259
1638480617.023882,23176,1638480617,21729308,world,-3.496785958257758,0.20812682597431714,0.47619865275487233,0.0029334790164554673,-0.00019031298444738176,-0.00018440309178542502,0.9999956622292557
1638480617.0339992,23177,1638480617,31728557,world,-3.4964386574667365,0.20792231846112225,0.47612265446850954,0.004686596231483573,-0.0021523252223447052,0.0042246106960678,0.9999777777412693
1638480617.0443275,23178,1638480617,41697277,world,-3.4967172735884318,0.20795106053669135,0.4761581100100359,0.0035029449677046244,-0.001938963356934774,0.0034007524024701583,0.9999862022451864
1638480617.0538814,23179,1638480617,52557809,world,-3.496319876516884,0.20809933824442983,0.4761551123915572,0.005651165342386597,-0.001806402674632387,0.002214276167741003,0.9999799489093284
1638480617.0637414,23180,1638480617,62035021,world,-3.4963932858539537,0.20816106981195073,0.4761281009961114,0.007346781017265374,-0.0019044928152616224,0.002009820814142011,0.9999691786930716
1638480617.0732543,23181,1638480617,71576107,world,-3.4963721152304275,0.20814525053202262,0.47619629422325743,0.0035958803754636438,-0.0015485954115664312,0.0021321306589915778,0.99999006270834
1638480617.0839674,23182,1638480617,81639551,world,-3.4964738631077337,0.20792825521432887,0.47610556137764315,0.004127514475359598,-0.0019395603350056089,0.00426850187407967,0.9999804906205491
1638480617.093591,23183,1638480617,92068577,world,-3.4963318838544537,0.2082193709322315,0.47619014051196323,0.005946110951600597,-0.0011068030494203406,0.0014712809253049305,0.9999806268543406
1638480617.1033175,23184,1638480617,101651010,world,-3.4964121262796044,0.20813352059548546,0.476096372370876,0.007596413619810705,-0.0018140265685488341,0.00196835601917139,0.9999675641651119
1638480617.113026,23185,1638480617,111590000,world,-3.496439084091695,0.20828241470692085,0.47622591768071554,0.007104518049689427,-0.001295131152408001,0.0009123549420568278,0.9999735076825983
