Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,axes_0,axes_1,axes_2,axes_3,axes_4,axes_5,axes_6,axes_7,buttons_0,buttons_1,buttons_2,buttons_3,buttons_4,buttons_5,buttons_6,buttons_7,buttons_8,buttons_9,buttons_10,buttons_11,buttons_12,buttons_13
1638480236.1813579,25634,1638480236,180706085,joystick,0.0,0.0,0.0,-0.06186101958155632,-0.8041627407073975,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.222088,25635,1638480236,221617062,joystick,0.0,0.0,0.0,-0.07217627763748169,-0.8041627407073975,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.2510698,25636,1638480236,250324628,joystick,0.0,0.0,0.0,-0.07217627763748169,-0.8041627407073975,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.2874086,25637,1638480236,286657663,joystick,0.0,0.0,0.0,-0.07217627763748169,-0.8041627407073975,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.3159933,25638,1638480236,315368653,joystick,-0.07217627763748169,0.0,0.0,-0.07217627763748169,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.3685572,25639,1638480236,367856768,joystick,-0.32993561029434204,0.0,0.0,-0.07217627763748169,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.386334,25640,1638480236,385414612,joystick,-0.43302711844444275,0.0,0.0,-0.08249153196811676,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.4424658,25641,1638480236,441626480,joystick,-0.7010712027549744,-0.12372203916311264,0.0,-0.07217627763748169,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.4508998,25642,1638480236,450322694,joystick,-0.7319864630699158,-0.1340373009443283,0.0,-0.08249153196811676,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.4909918,25643,1638480236,490356088,joystick,-0.886654257774353,-0.1752678006887436,0.0,-0.08249153196811676,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.5184863,25644,1638480236,517865477,joystick,-1.0,-0.28867459297180176,0.0,-0.08249153196811676,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.5510511,25645,1638480236,550338911,joystick,-1.0,-0.3093051016330719,0.0,-0.08249153196811676,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.5832946,25646,1638480236,582855483,joystick,-1.0,-0.3093051016330719,0.0,-0.08249153196811676,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.6208453,25647,1638480236,620359557,joystick,-1.0,-0.3093051016330719,0.0,-0.08249153196811676,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.654753,25648,1638480236,654173863,joystick,-1.0,-0.29898983240127563,0.0,-0.09280678629875183,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.6836069,25649,1638480236,682899606,joystick,-1.0,-0.2783593237400055,0.0,-0.09280678629875183,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.7171805,25650,1638480236,716632212,joystick,-1.0,-0.25775933265686035,0.0,-0.09280678629875183,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.749692,25651,1638480236,749134223,joystick,-1.0,-0.24744407832622528,0.0,-0.11340678483247757,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.781177,25652,1638480236,780633844,joystick,-1.0,-0.24744407832622528,0.0,-0.12372203916311264,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.8147657,25653,1638480236,814064034,joystick,-1.0,-0.22681356966495514,0.0,-0.12372203916311264,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.848541,25654,1638480236,847879300,joystick,-1.0,-0.19589830935001373,0.0,-0.1752678006887436,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.8877058,25655,1638480236,886677491,joystick,-1.0,-0.1752678006887436,0.0,-0.19589830935001373,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.9285657,25656,1638480236,927883077,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.9481122,25657,1638480236,947341984,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480236.981328,25658,1638480236,980641702,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.0210743,25659,1638480237,20427593,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.0484505,25660,1638480237,47856113,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.0882666,25661,1638480237,87854078,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.114522,25662,1638480237,114110342,joystick,-1.0,-0.1752678006887436,0.0,-0.21652881801128387,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.147755,25663,1638480237,147339367,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.1824958,25664,1638480237,181581629,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.215949,25665,1638480237,215429119,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.2534018,25666,1638480237,252995913,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.2846417,25667,1638480237,284168026,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.3195872,25668,1638480237,319077301,joystick,-1.0,-0.1752678006887436,0.0,-0.2062135636806488,-0.8041627407073975,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.3545916,25669,1638480237,354130040,joystick,-1.0,-0.22681356966495514,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.3896768,25670,1638480237,389073941,joystick,-1.0,-0.3505356013774872,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.414743,25671,1638480237,414070585,joystick,-1.0,-0.443342387676239,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1638480237.4480743,25672,1638480237,447340155,joystick,-1.0,-0.49488815665245056,0.0,-0.2062135636806488,-0.8144779801368713,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
