Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1638480235.6962645,2201,1638480235,601627326,world,-1.2303396871420937,-0.6068087612072742,0.4794156972958266,-0.0005943669969555123,-0.0009813401551518703,0.0001978060384283693,0.9999993222858424
1638480235.6966474,2202,1638480235,612507627,world,-1.2303199869116264,-0.6067779796319492,0.4794247177830792,-0.0005936615989765274,-0.0008522304300480364,0.00024648040828331827,0.9999994302581419
1638480235.697061,2203,1638480235,621689627,world,-1.2303204414336912,-0.6067763393059543,0.4794279204676279,-0.0006480145251860874,-0.0006134468796479949,0.00027321740693337184,0.99999956455608
1638480235.6983175,2204,1638480235,631637429,world,-1.2303345988555379,-0.6068066117018951,0.479412982004729,-0.0006236645847033629,-0.0007636152198785594,0.0002194573318411514,0.9999994898862505
1638480235.6984985,2205,1638480235,641538861,world,-1.2303457783523395,-0.6068193873699615,0.47940000640359265,-0.0006122215163413588,-0.0007843008139510343,0.00020962594799051244,0.9999994830568715
1638480235.6985872,2206,1638480235,651601389,world,-1.230349744425873,-0.606816933300686,0.47939113744359513,-0.0006160128892915123,-0.0008200792454992107,0.00020017384929887073,0.9999994539641416
1638480235.6987538,2207,1638480235,661816149,world,-1.2303439186006058,-0.6068033838801943,0.4794113042451216,-0.0005802964186846265,-0.0010110350171529039,0.00022997282394835114,0.9999992940881313
1638480235.7001061,2208,1638480235,672139555,world,-1.2303470908827716,-0.6068188207968098,0.4794297916527892,-0.0006329870782535345,-0.0009527678904490544,0.00038944310700855334,0.9999992699471196
1638480235.700219,2209,1638480235,681857969,world,-1.2303335663691979,-0.6068011287116087,0.4794176772580288,-0.0006431582872882374,-0.0006307034164610888,0.00019831996280911726,0.9999995746148147
1638480235.700599,2210,1638480235,691614593,world,-1.2303364908068997,-0.6068095314686797,0.47941093045278194,-0.0006412788443379477,-0.0008755656350397806,0.00018243265651192783,0.9999993944321108
1638480235.7053072,2211,1638480235,703045707,world,-1.2303313633907018,-0.6067914418583454,0.4794013127383233,-0.0006097981410614834,-0.0008816545524792153,0.0002631102096209496,0.9999993908020619
1638480235.713002,2212,1638480235,711677406,world,-1.2303359463903774,-0.6068158719791403,0.4793935728172464,-0.0006273959553541862,-0.0007250348806515491,0.00018288994079577244,0.99999952362489
1638480235.7226565,2213,1638480235,721602646,world,-1.230346841073762,-0.6068055320024411,0.4794105164754746,-0.0005714662812167151,-0.0009671482905456177,0.00023257847473816384,0.9999993419786468
