method,log_obs,RMSE
Handwritten,-273.5875131181308,1.3322968
FitHand,51.249616399833144,0.77081597
FitTV,-0.30791828376906255,0.84455216
FitTruth,48.558272171020505,0.7417204
EM,59.186335171972004,0.51795435
SVI,-1263.3618806166307,4.027194
