method,log_obs,RMSE
Handwritten,-91.01874689374652,1.3825581
FitHand,28.79570179496493,0.8422025
FitTV,17.044948148727418,1.0080258
FitTruth,28.809987470081875,0.77623636
EM,36.024552140917095,0.5437838
SVI,-138.20398969139373,1.7348219
