Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1645055453.7641058,19827,1645055453,761688863,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055453.8145893,19828,1645055453,811530540,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055453.861917,19829,1645055453,860637630,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055453.9123514,19830,1645055453,910702025,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055453.9623404,19831,1645055453,960308791,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055454.0106964,19832,1645055454,9978022,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055454.0620844,19833,1645055454,60445423,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055454.112859,19834,1645055454,111203606,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055454.1631892,19835,1645055454,161880478,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055454.2118852,19836,1645055454,210412213,,3.0,0.0,0.0,0.0,0.0,-2.288196563720703
1645055454.2617745,19837,1645055454,260557313,,3.0,0.0,0.0,0.0,0.0,-2.288196563720703
1645055454.3137193,19838,1645055454,311680198,,3.0,0.0,0.0,0.0,0.0,-2.3389341831207275
1645055454.362784,19839,1645055454,361353012,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055454.4131525,19840,1645055454,410551079,,3.0,0.0,0.0,0.0,0.0,-2.3642771244049072
1645055454.46302,19841,1645055454,461206735,,3.0,0.0,0.0,0.0,0.0,-0.9820871353149414
1645055454.5136893,19842,1645055454,511619193,,3.0,0.0,0.0,0.0,0.0,-0.9820871353149414
1645055454.5611951,19843,1645055454,560267086,,3.0,0.0,0.0,0.0,0.0,-0.909705638885498
1645055454.613663,19844,1645055454,610669848,,2.700000047683716,0.0,0.0,0.0,0.0,-1.211168885231018
1645055454.6630483,19845,1645055454,661115778,,2.4000000953674316,0.0,0.0,0.0,0.0,-1.076594591140747
1645055454.711527,19846,1645055454,710450483,,2.1000001430511475,0.0,0.0,0.0,0.0,-0.9420202374458313
1645055454.7621794,19847,1645055454,760419392,,1.8000001907348633,0.0,0.0,0.0,0.0,-1.087491512298584
1645055454.813729,19848,1645055454,811561445,,1.500000238418579,0.0,0.0,0.0,0.0,-0.9062430262565613
1645055454.8667226,19849,1645055454,861322195,,1.200000286102295,0.0,0.0,0.0,0.0,-0.7647151947021484
1645055454.9138021,19850,1645055454,910225191,,1.0,0.0,0.0,0.0,0.0,-0.6372625231742859
1645055454.9645698,19851,1645055454,961118094,,1.0,0.0,0.0,0.0,0.0,-0.6372625231742859
1645055455.0133932,19852,1645055455,11556599,,1.0,0.0,0.0,0.0,0.0,-0.6372625231742859
1645055455.0622633,19853,1645055455,60760522,,1.0,0.0,0.0,0.0,0.0,-0.6372625231742859
1645055455.1129735,19854,1645055455,110910903,,1.0,0.0,0.0,0.0,0.0,-0.5465338230133057
1645055455.1643462,19855,1645055455,161269122,,1.0,0.0,0.0,0.0,0.0,-0.11937835067510605
1645055455.2133017,19856,1645055455,211497838,,1.0,0.0,0.0,0.0,0.0,-0.023854903876781464
1645055455.263717,19857,1645055455,261131454,,1.0,0.0,0.0,0.0,0.0,0.0
1645055455.312734,19858,1645055455,310490127,,1.0,0.0,0.0,0.0,0.0,0.0
1645055455.3653588,19859,1645055455,361701365,,1.0,0.0,0.0,0.0,0.0,0.0
1645055455.413826,19860,1645055455,411627363,,1.0,0.0,0.0,0.0,0.0,0.0
1645055455.46337,19861,1645055455,461288242,,1.0,0.0,0.0,0.0,0.0,0.0
1645055455.5116894,19862,1645055455,510397958,,1.0,0.0,0.0,0.0,0.0,0.0
1645055455.5646343,19863,1645055455,561117166,,1.0,0.0,0.0,0.0,0.0,-0.087505042552948
1645055455.6120768,19864,1645055455,610363873,,1.0,0.0,0.0,0.0,0.0,-0.09547141194343567
1645055455.6645315,19865,1645055455,661783301,,1.0,0.0,0.0,0.0,0.0,-0.09547141194343567
1645055455.7128859,19866,1645055455,711558420,,1.0,0.0,0.0,0.0,0.0,-0.09547141194343567
