pos_x,pos_y,angle_x,angle_y,vel_x,vel_y,ω,twist_linear,twist_angular
2.171159,2.8690996,-0.67520505,0.73762363,-1.0305362,0.7621954,0.71674323,1.4086655,1.1101586
2.065007,2.9476106,-0.72776604,0.6858017,-1.0871615,0.6637438,0.68213975,1.4175559,1.1171651
1.9530221,3.0159807,-0.7741297,0.63302433,-1.1172608,0.60938334,0.8384332,1.4227729,1.1212765
1.8379369,3.0787513,-0.8258438,0.5638887,-1.1419293,0.5034542,0.798173,1.4227729,1.1212765
1.7203106,3.1306105,-0.8693605,0.49416035,-1.2332767,0.39916828,0.70505357,1.4227729,1.1212765
1.593275,3.1717274,-0.9029299,0.4297777,-1.230849,0.32972556,0.7800504,1.4431185,1.1373107
1.4664893,3.2056913,-0.9345148,0.35591933,-1.2649088,0.21742232,0.7266617,1.4846034,1.1700046
1.3361953,3.2280872,-0.9584918,0.28503203,-1.300835,0.1282126,0.7864064,1.5052339,1.1862633
1.2022008,3.241294,-0.9784316,0.20654358,-1.3499668,0.0083485525,0.79543394,1.5499092,1.2214717
1.0631452,3.242154,-0.9920587,0.12577327,-1.3812197,-0.08030097,0.80012035,1.6130143,1.2712044
0.9208704,3.2338824,-0.9990388,0.043675393,-1.4181528,-0.20127067,0.8502964,1.6555111,1.3046957
0.7747913,3.2131503,-0.9990308,-0.043882214,-1.4313829,-0.33011281,0.85544044,1.6907865,1.3324959
0.6273494,3.1791463,-0.99129623,-0.13162912,-1.4311554,-0.47077918,0.8522219,1.5505267,1.2219583
0.47993088,3.130653,-0.97593486,-0.21803008,-1.311797,-0.5721273,0.8357529,1.4930739,0.50274473
0.3448071,3.0717201,-0.9535719,-0.3011346,-1.2432956,-0.6652252,0.7193836,1.5682988,-1.2359644
0.21673942,3.0031974,-0.92866766,-0.3709071,-1.2745855,-0.62391263,0.004699487,1.6410981,-1.293337
0.08544867,2.9389303,-0.9284893,-0.37135714,-1.404463,-0.41083848,-0.7060775,1.6568128,-1.3057215
-0.059220333,2.8966112,-0.95301193,-0.3029027,-1.4137366,-0.17634042,-0.778353,1.3050679,-1.028514
-0.20484456,2.878447,-0.97420645,-0.22560251,-1.3059021,-0.0161551,-0.770674,1.3465563,-1.0612108
-0.33936113,2.876783,-0.9890403,-0.147638,-1.2427131,0.10029515,-0.74864274,1.3608813,-1.0725002
-0.4673688,2.887114,-0.99747264,-0.07100464,-1.192743,0.1873359,-0.6713046,1.3815119,0.0
-0.5902292,2.906411,-0.9999938,-0.001915846,-1.2038931,0.17035428,-0.111609586,1.5608015,1.2300558
-0.71423817,2.9239585,-0.9999539,0.009580523,-1.298839,-0.051906195,0.5668929,1.670156,1.3162372
-0.8480272,2.9186118,-0.9988029,-0.04879338,-1.3779689,-0.29948497,0.8011068,1.670156,1.3162372
-0.98996717,2.8877628,-0.9913794,-0.13095397,-1.3789952,-0.43435392,0.8609752,1.670156,1.3162372
-1.1320127,2.8430214,-0.97588855,-0.2182466,-1.3854932,-0.5789771,0.83360815,1.670156,1.0239875
-1.2747277,2.7833831,-0.95357645,-0.30113652,-1.3325675,-0.69474715,0.76119286,1.670156,-0.49897814
-1.411991,2.7118194,-0.9270597,-0.3749028,-1.3737055,-0.68293923,0.03994366,1.670156,-1.3162372
-1.5534918,2.641472,-0.925512,-0.37871507,-1.4698898,-0.44756025,-0.7076783,1.670156,-1.3162372
-1.7049001,2.5953705,-0.9506357,-0.3103031,-1.5139761,-0.18511903,-0.87700564,1.670156,-1.3162372
-1.8608497,2.576302,-0.97474504,-0.22327475,-1.5211375,-0.031175613,-0.89763826,1.670156,-1.3162372
-2.0175369,2.5730908,-0.99119854,-0.1323221,-1.5149084,0.119947806,-0.8710395,1.5113959,-0.24775535
-2.1735826,2.5854461,-0.99907416,-0.042976245,-1.4071753,0.2042972,-0.5639357,0.92431575,0.4410089
-2.318531,2.6064901,-0.9998858,0.015098968,-1.108145,0.10399888,0.19973983,-0.0,-0.0
-2.4326773,2.6172028,-0.99998313,-0.005474944,-0.831763,-0.05925841,0.30695584,-0.0,-0.0
-2.5183544,2.6110988,-0.9993118,-0.037084952,-0.15821682,-0.059400167,0.10173028,-0.32809386,-0.2585683
-2.5346518,2.60498,-0.99886864,-0.04755442,0.19107063,0.020801473,-0.09705712,-0.7917628,-0.62398225
-2.5149703,2.6071227,-0.99928975,-0.037565827,0.5263189,0.11265118,-0.31189898,-1.168161,-0.9206188
-2.4607558,2.6187265,-0.9999822,-0.005447132,0.8673116,0.18939482,-0.54071957,-1.2165288,-0.9587371
-2.371417,2.6382356,-0.99873686,0.050229337,1.1350988,0.20917837,-0.80702794,-1.4245331,-1.1226637
-2.2544944,2.6597822,-0.991107,0.13298313,1.3671138,0.18440782,-1.0030804,-1.4733845,0.0967189
-2.1136725,2.6787775,-0.9721057,0.23449694,1.304262,0.018312603,-0.7496894,-1.3196204,1.0399828
-1.9793249,2.6806638,-0.951128,0.30879563,1.5286844,-0.36502096,-0.12073206,-1.3196204,1.0399828
-1.8218603,2.6430643,-0.9472132,0.3205995,1.2032061,-0.68497986,0.8059993,-1.3140092,1.0355606
-1.6979221,2.5725067,-0.9705208,0.2409407,1.076558,-0.7915157,1.1340005,-1.2989899,1.0237241
-1.5870295,2.4909754,-0.9920001,0.12619194,1.2004769,-0.5772256,0.7909616,-1.2989899,1.0237241
-1.4633725,2.4315174,-0.998982,0.045040343,1.3074191,-0.3934817,0.85262835,-1.2989899,1.0237241
-1.3286996,2.3909862,-0.9990758,-0.042757187,1.3271348,-0.217047,0.7809728,-1.2989899,1.0237241
-1.1919959,2.3686287,-0.9924091,-0.1229033,1.2982638,-0.12658529,0.89500815,-1.2989899,1.0237241
-1.0582662,2.3555896,-0.97688735,-0.21374537,1.304116,-0.058448456,0.873241,-1.2989899,1.0237241
-0.92393357,2.349569,-0.9537331,-0.300632,1.3055508,0.09400784,0.731182,-0.7788918,0.31380817
-0.78945315,2.3592527,-0.92841136,-0.37154508,1.0723463,0.18626699,0.7198163,-0.0,-0.0
-0.6789944,2.3784394,-0.8983393,-0.43930003,0.7504259,0.25527453,0.3095849,0.61551964,0.48508635
-0.60169554,2.4047344,-0.88387656,-0.46771955,-0.028858745,0.045886327,0.20855783,0.95595634,0.75338185
-0.6046682,2.4094608,-0.8736257,-0.4865985,-0.3528376,-0.18380168,0.16732134,0.9897764,0.7800352
-0.6410128,2.390528,-0.8651088,-0.501582,-0.553132,-0.44160205,0.36958277,0.9897764,0.7800352
-0.69798905,2.34504,-0.8453916,-0.5341449,-0.70615554,-0.56839526,0.47298133,0.98868793,0.73888206
-0.77072775,2.2864916,-0.81837386,-0.5746816,-0.6988095,-0.6985599,0.5136014,0.9668956,-0.0815353
-0.8427098,2.2145355,-0.78684145,-0.6171541,-0.7480893,-0.7040863,-0.00906946,0.9485153,-0.74751765
-0.9197679,2.1420097,-0.787418,-0.616419,-0.87386006,-0.57056665,-0.5086887,0.9485153,-0.74751765
-1.0097814,2.0832376,-0.8186202,-0.57433134,-0.93546456,-0.42169547,-0.5626131,0.9485153,-0.74751765
-1.1061404,2.0398002,-0.8505115,-0.52595234,-0.969891,-0.33813184,-0.575142,0.9485153,-0.49585763
-1.2060455,2.0049703,-0.8801617,-0.47467262,-0.95504814,-0.30578667,-0.4984566,0.9741224,0.37444243
-1.3044218,1.9734724,-0.90336275,-0.42887557,-0.9278234,-0.37783483,0.092176445,1.0916669,0.86033446
-1.3999938,1.9345529,-0.89925057,-0.4374336,-0.8855953,-0.5339527,0.53955704,1.1575654,0.91226846
-1.491216,1.8795522,-0.87356097,-0.48670986,-0.8526692,-0.67560565,0.65127254,1.2656778,0.99747103
-1.5790466,1.8099604,-0.8389681,-0.5441735,-0.8879314,-0.767199,0.7413793,1.4774877,1.1643968
-1.6705093,1.7309338,-0.7950051,-0.60659367,-0.8981537,-0.9647343,0.7395642,1.5052339,1.1862633
-1.7630252,1.6315597,-0.74653405,-0.6653396,-0.8660784,-1.0867994,0.76722115,1.5052339,1.1862633
-1.852237,1.5196122,-0.6916798,-0.7222015,-0.78753954,-1.1746994,0.84089255,1.5052339,1.1862633
-1.9333588,1.3986104,-0.62660664,-0.77932703,-0.7024436,-1.2726465,0.79869896,1.5052339,0.12810968
-2.0057151,1.2675194,-0.5604433,-0.82818466,-0.6187081,-1.3091925,0.57534504,1.5052339,0.0
-2.069446,1.1326638,-0.51040965,-0.8599313,-0.69114774,-1.2857295,0.10918559,1.5052339,0.0
-2.1406388,1.0002252,-0.5007061,-0.8656173,-0.7150445,-1.2594306,0.07409126,1.5052339,0.0
-2.2142932,0.8704955,-0.49408528,-0.8694134,-0.7083109,-1.2580482,0.046876885,1.5052339,0.0
-2.2872539,0.7409082,-0.4898815,-0.87178904,-0.70851344,-1.2474766,0.032583937,1.5012016,0.0
-2.3602355,0.61240983,-0.4869527,-0.87342834,-0.6976987,-1.2321845,0.01882858,1.5052339,0.4034721
-2.4321032,0.4854867,-0.48525774,-0.87437105,-0.65058905,-1.2253982,0.22458526,1.5052339,0.9343097
-2.499118,0.35926256,-0.4649015,-0.88536054,-0.5196737,-1.2890456,0.59948826,1.5052339,1.1862633
-2.5526478,0.2264823,-0.40937796,-0.912363,-0.3450471,-1.3246261,0.78858906,1.5052339,1.1862633
-2.58819,0.09003705,-0.3339968,-0.94256717,-0.22011685,-1.3420539,0.7886639,1.5052339,1.1862633
-2.6108637,-0.0482034,-0.2564076,-0.9665619,-0.10174455,-1.3459245,0.8125043,1.5052339,1.1862633
-2.6213439,-0.18684255,-0.17471068,-0.98461866,0.016615449,-1.3571562,0.76871437,1.5052339,1.1862633
-2.6196325,-0.3266386,-0.09627944,-0.99534774,0.12548298,-1.3454176,0.7964854,1.5052339,0.38295138
-2.6067069,-0.46522555,-0.014385558,-0.99988806,0.21792623,-1.325199,0.6547896,1.5052339,0.0
-2.584259,-0.6017298,0.053036552,-0.9985917,0.15049718,-1.3337669,0.13556533,1.521671,0.21299106
-2.5687568,-0.73911667,0.06697543,-0.9977544,0.102300294,-1.3561558,0.14263028,1.546495,1.2055624
-2.5582192,-0.8788097,0.08162643,-0.99666137,0.26470152,-1.3449514,0.6845352,1.546495,1.2187809
-2.5309532,-1.0173485,0.15164082,-0.9884286,0.44768104,-1.3010612,0.79804033,1.546495,1.2187809
-2.484839,-1.1513665,0.23229063,-0.9726442,0.55395025,-1.260576,0.78189075,1.546495,1.2187809
-2.4277785,-1.2812142,0.30978796,-0.95079756,0.65753657,-1.2129194,0.7937487,1.546495,1.2187809
-2.3600478,-1.406153,0.38640597,-0.92232317,0.76262444,-1.1148002,0.7889772,1.546495,1.2187809
-2.2814925,-1.5209848,0.46000728,-0.88791436,0.83646387,-1.0796661,0.8051078,1.546495,1.2187809
-2.1953313,-1.6321975,0.5319743,-0.8467516,0.92469454,-1.0464203,0.78222144,1.546495,0.99654084
-2.1000814,-1.7399857,0.59840167,-0.8011887,1.024319,-0.9342973,0.6626643,1.546495,0.0
-1.9945699,-1.8362246,0.6516569,-0.758512,0.97619414,-0.9700876,0.1872561,1.546495,0.0
-1.8940154,-1.93615,0.6661663,-0.7458031,0.9140168,-1.0365379,0.11157904,1.546495,0.04522288
-1.7998657,-2.0429204,0.67469394,-0.7380975,0.9286456,-1.0400602,0.051191926,1.5571153,0.33416337
-1.704209,-2.1500533,0.67857665,-0.7345296,0.9522453,-1.0174443,0.18712926,1.6506939,0.8299965
-1.6061214,-2.2548568,0.69260806,-0.7213139,1.0653337,-0.9642036,0.47447753,1.711417,1.0226295
-1.496385,-2.3541763,0.72701776,-0.6866125,1.1859288,-0.87852854,0.65320385,1.7320474,1.3650134
-1.3742265,-2.4446704,0.771535,-0.63617796,1.3052275,-0.76219875,0.8695462,1.7839398,1.2913373
-1.2397795,-2.523182,0.8253521,-0.5646174,1.4387299,-0.6528187,0.84975696,1.8969696,0.0
-1.0915807,-2.5904267,0.87154686,-0.49030238,1.5247132,-0.67574656,0.34510508,1.9151131,0.0
-0.93452513,-2.660033,0.888426,-0.45901945,1.5498643,-0.77328444,0.09898388,1.9176,0.0
-0.77487886,-2.7396865,0.8930601,-0.44993743,1.5711254,-0.79654163,0.060261376,1.9997907,0.7819403
-0.61304253,-2.8217354,0.8958357,-0.44438526,1.6583432,-0.7551546,0.36211556,2.0,0.8809613
-0.4422222,-2.8995214,0.91178143,-0.41066763,1.7256505,-0.6298268,0.52333826,2.0,1.203448
-0.26446876,-2.9643977,0.9325855,-0.36094368,1.7761513,-0.50186676,0.7127212,2.0,1.5761847
-0.08151343,-3.0160933,0.9565467,-0.29156664,1.8331156,-0.26110098,1.0115217,2.0,1.0935661
0.107309625,-3.0429885,0.98167485,-0.19049807,1.8381703,-0.040720686,0.9427664,2.0,0.0
0.29665333,-3.047183,0.9955276,-0.0944194,1.8459231,-0.028558107,0.30461836,2.0,1.5761847
0.48679563,-3.0501246,0.9980046,-0.06314098,1.8491632,-0.032157943,0.49593145,2.0,1.5761847
0.6772717,-3.0534372,0.99991536,-0.012098353,1.8112899,0.26194432,1.0789737,2.0,1.5761847
0.86384654,-3.0264552,0.995086,0.09887948,1.7427632,0.4994842,1.0618654,2.0,1.5761847
1.0433627,-2.975005,0.9783554,0.20691544,1.6946301,0.69846255,1.0312253,2.0,1.5761847
1.2179209,-2.9030588,0.95089793,0.30947605,1.6079278,0.8641712,1.0553385,2.0,1.3771884
1.383548,-2.8140433,0.9117102,0.41081548,1.495138,1.0247558,0.95957273,2.0,0.0
1.5375571,-2.7084868,0.8667227,0.49878058,1.4925493,1.0461973,0.29261106,2.0,0.0
1.6912997,-2.6007214,0.8513014,0.52467614,1.5246482,0.9908815,0.17873031,2.0,1.5761847
1.8483485,-2.4986541,0.8414976,0.5402588,1.4556047,1.0987012,0.7725421,2.0,1.5761847
1.9982854,-2.3854806,0.7958761,0.60543334,1.2413561,1.3204205,1.0269885,2.0,1.5761847
2.1261532,-2.2494686,0.7275111,0.6860958,1.0768075,1.4423587,0.96234983,2.0,0.01147463
2.2370718,-2.1008961,0.6560352,0.7547218,1.0504181,1.4676479,0.38921082,2.0,1.5761847
2.3452716,-1.9497186,0.6252612,0.7804131,1.0364792,1.4790571,0.61400056,2.0,1.5761847
2.452036,-1.7973659,0.5746836,0.81836855,0.7880045,1.6291497,1.0401119,2.0,1.5761847
2.5332055,-1.6295527,0.48387665,0.87512773,0.5789851,1.7032694,1.0290213,2.0,1.5761847
2.592845,-1.4541047,0.38857237,0.9214042,0.38721907,1.7591046,1.0448911,2.0,1.5761847
2.632731,-1.2729052,0.28734466,0.9578168,0.19683965,1.7757257,1.054457,2.0,0.0
2.6530068,-1.0899937,0.1818229,0.98332876,0.08641692,1.796213,0.57560784,2.0,-0.42859825
2.6619084,-0.90497184,0.123234846,0.99237704,0.18170345,1.7719814,-0.108755626,2.0,-1.1096404
2.680625,-0.722446,0.13434388,0.99093306,0.39510593,1.7608787,-0.68102986,2.0,-1.1259334
2.7213235,-0.54106385,0.20347129,0.9790807,0.59998894,1.6847863,-0.72320116,2.0,-1.1259334
2.7831264,-0.3675197,0.27577415,0.9612165,0.74382514,1.6430376,-0.72065026,2.0,0.36011058
2.8597453,-0.19827594,0.346302,0.9381171,0.7963998,1.6176162,-0.18887886,2.0,1.5286194
2.9417796,-0.031650763,0.364489,0.93120724,0.574065,1.6966465,0.7610052,2.0,1.5761847
3.0009122,0.14311507,0.29044598,0.9568821,0.2487245,1.7627342,1.0113139,2.0,1.5761847
3.0265324,0.32468837,0.18937065,0.9818931,0.025160471,1.7887869,1.0169209,2.0,1.5761847
3.0291243,0.5089453,0.08566812,0.99631566,-0.121533036,1.7760105,0.92992246,2.0,1.5761847
3.0166054,0.6918861,-0.010014014,0.99994475,-0.3893831,1.7617908,1.12134,2.0,1.5761847
2.9764965,0.87336224,-0.12518851,0.9921182,-0.53807664,1.6985383,1.0001205,2.0,1.5761847
2.921071,1.0483229,-0.22655238,0.9739895,-0.72015923,1.63413,1.0312797,2.0,1.5761847
2.8468897,1.2166492,-0.3285491,0.9444857,-0.87422633,1.5553312,1.0719041,2.0,1.4820492
2.7568388,1.3768586,-0.43061566,0.902522,-1.0369682,1.4405733,0.98058665,2.0,1.0371968
2.6500242,1.5252472,-0.5194293,0.85450464,-1.1236224,1.3799651,0.75317806,2.0,1.5761847
2.5342836,1.6673927,-0.5840976,0.8116801,-1.2276074,1.2735263,0.9306655,2.0,1.5761847
2.407832,1.7985743,-0.65910447,0.75204045,-1.3920355,1.1060647,1.0077395,2.0,1.5761847
2.264443,1.9125063,-0.73347825,0.6796949,-1.5233047,0.96667767,0.9957115,2.0,1.5761847
2.1075325,2.0120804,-0.79921854,0.6010288,-1.6008961,0.80918676,1.0463048,2.0,1.5761847
1.9426296,2.095432,-0.85923415,0.51157224,-1.6762289,0.63474464,1.0260065,2.0,1.5761847
1.769967,2.160815,-0.9083982,0.41807505,-1.7375224,0.43251008,1.0036707,2.0,1.5761847
1.5909905,2.2053664,-0.94669646,0.3220965,-1.7744802,0.26864693,1.0667521,2.0,1.5761847
1.4082074,2.233039,-0.97631705,0.21633962,-1.7811418,0.07330462,1.0182134,2.0,1.5761847
1.224738,2.2405896,-0.9935938,0.11293886,-1.7841254,-0.1269132,0.9570988,2.0,-0.6662372
1.0409613,2.227517,-0.9998859,0.014593115,-1.7889781,-0.17634214,0.2883437,2.0,-1.5761847
0.8566846,2.2093525,-0.9998858,-0.01510699,-1.8077741,0.0747922,-0.7042419,2.0,-1.5761847
0.6704719,2.2170565,-0.99834377,0.05740202,-1.7504315,0.40108126,-1.0037825,2.0,-1.5761847
0.4901659,2.2583706,-0.9870814,0.16013566,-1.677943,0.6363233,-1.0273908,2.0,-0.52919316
0.31732664,2.323916,-0.96465063,0.26350763,-1.6053582,0.779496,-0.7104239,2.0,0.0654238
0.15196411,2.4042094,-0.94280887,0.33333302,-1.6229525,0.6980412,-0.010380466,2.0,1.4872519
-0.015210738,2.4761121,-0.9424516,0.33434084,-1.6843817,0.5502173,0.48912483,2.0,1.5761847
-0.18871321,2.5327883,-0.95808727,0.2864511,-1.7536396,0.28240642,0.9905011,2.0,1.5761847
-0.36934972,2.561878,-0.9822865,0.18738027,-1.7869893,0.03838798,1.0028698,2.0,1.5761847
-0.55342144,2.5658321,-0.99636465,0.08508868,-1.7891389,-0.15601256,0.9931508,2.0,1.5761847
-0.7377146,2.5497618,-0.999843,-0.017107666,-1.7669476,-0.3511468,1.0452815,2.0,1.5761847
-0.9197219,2.5135913,-0.9922217,-0.12445562,-1.6921923,-0.4937001,1.028531,2.0,1.5761847
-1.094029,2.462737,-0.9734913,-0.22868124,-1.646114,-0.7045736,1.0151595,2.0,1.5761847
-1.2635896,2.3901613,-0.94430125,-0.32904172,-1.5529803,-0.91643906,1.0565792,2.0,1.5761847
-1.4235568,2.295762,-0.9029803,-0.42966798,-1.4748224,-1.043569,1.0892396,2.0,1.5761847
-1.5754733,2.1882675,-0.84919685,-0.5280682,-1.3263826,-1.1956089,1.006801,2.0,1.5761847
-1.7120996,2.0651119,-0.7899628,-0.61313707,-1.1715289,-1.3550246,1.0095133,2.0,1.5761847
-1.8327748,1.9255353,-0.7220515,-0.6918217,-1.044256,-1.4485213,1.0570362,2.0,1.5761847
-1.94034,1.776328,-0.64260453,-0.76619595,-0.885659,-1.5639992,1.0109076,2.0,1.5761847
-2.0315688,1.6152257,-0.55947775,-0.8288305,-0.72112906,-1.6409278,1.0526514,2.0,1.5761847
-2.10585,1.4461993,-0.4664965,-0.88450575,-0.54377604,-1.708338,1.0345446,2.0,1.5761847
-2.1618624,1.2702291,-0.36977604,-0.9291185,-0.3410647,-1.7626145,1.050538,2.0,0.0
-2.1969943,1.0886682,-0.26726612,-0.9636165,-0.23526438,-1.7794616,0.59673333,2.0,0.0
-2.2212281,0.90537184,-0.20756878,-0.97822016,-0.31895247,-1.7754713,0.11562238,2.0,0.0
-2.2540824,0.72248656,-0.19590391,-0.98062307,-0.34769085,-1.7807232,0.05246834,2.0,0.0
-2.2898967,0.53906024,-0.19060121,-0.9816675,-0.34628233,-1.7881563,0.042150345,2.0,0.0
-2.3255663,0.3548683,-0.18633725,-0.9824858,-0.36043587,-1.7774498,0.035078984,2.0,0.38234603
-2.3626935,0.17177919,-0.18278596,-0.9831526,-0.29432294,-1.6799321,0.21581718,2.0,1.5011404
-2.3930106,-0.0012649571,-0.16088632,-0.9869716,-0.15611157,-1.8769733,0.6984739,2.0,1.5761847
-2.4090912,-0.19460563,-0.08952047,-0.9959748,0.12257378,-1.7699504,1.0174915,2.0,1.5761847
-2.3964653,-0.37692225,0.0151662305,-0.9998736,0.3305745,-1.741233,1.0175618,2.0,1.5761847
-2.362414,-0.5562808,0.11969455,-0.9928076,0.5340087,-1.7022905,0.987877,2.0,1.5761847
-2.3074074,-0.731628,0.2199256,-0.9755063,0.6983548,-1.6392596,1.0328982,2.0,1.5761847
-2.2354724,-0.9004826,0.3222746,-0.9466322,0.8611576,-1.5545247,1.0275594,2.0,1.5761847
-2.1467674,-1.060609,0.4204835,-0.90729284,1.0298256,-1.4590552,0.99558693,2.0,1.5761847
-2.0406885,-1.2109013,0.5111561,-0.85948014,1.1668638,-1.3378459,0.95755035,2.0,0.41102257
-1.9204938,-1.3487083,0.5933083,-0.80496716,1.1959226,-1.3165246,0.43168563,2.0,0.032016084
-1.7973058,-1.484319,0.6285077,-0.7778022,1.1736813,-1.3422424,0.20074487,2.0,1.2583106
-1.6764089,-1.6225789,0.64445615,-0.7646412,1.2195765,-1.3072289,0.4831919,2.0,0.55318606
-1.5507845,-1.7572321,0.68169534,-0.73162663,1.3555133,-1.1553155,0.6127456,2.0,0.0
-1.4111576,-1.8762373,0.7264896,-0.687176,1.3302622,-1.1912078,0.08800698,2.0,0.016829936
-1.2741318,-1.9989396,0.73268986,-0.6805627,1.3059574,-1.2251823,0.046663996,2.0,1.0011604
-1.1396096,-2.1251414,0.7359526,-0.677033,1.3481187,-1.1839774,0.41105065,2.0,1.224861
-1.0007443,-2.247099,0.76394445,-0.64526933,1.4894439,-0.99201524,0.7760328,2.0,0.5511385
-0.8473218,-2.3492832,0.81303453,-0.5822095,1.5760444,-0.8589055,0.5773166,2.0,0.0
-0.6849788,-2.437756,0.84620214,-0.53286153,1.5429324,-0.9149371,0.12847488,2.0,0.4883197
-0.5260465,-2.5320005,0.85317975,-0.5216168,1.5337316,-0.89930403,0.2967563,2.0,1.5761847
-0.368062,-2.624635,0.8687209,-0.49529588,1.6489052,-0.70192814,0.850812,2.0,1.5761847
-0.19821385,-2.6969383,0.9087391,-0.41735855,1.7251621,-0.45863727,1.0262463,2.0,1.5761847
-0.020510716,-2.744181,0.94769347,-0.31914136,1.7661046,-0.265105,1.0131241,2.0,1.5761847
0.16140975,-2.7714884,0.975785,-0.21868525,1.6218185,-0.065833166,0.9152464,2.0,1.5761847
0.32846782,-2.7782698,0.9920473,-0.12585796,1.9631187,0.11204266,1.1368164,2.0,1.5761847
0.530682,-2.7667286,0.9999481,-0.009092893,1.7625254,0.2980185,1.0370294,2.0,1.5761847
0.71223384,-2.7360306,0.9952159,0.09757106,1.7231643,0.49349028,1.0115764,2.0,1.0047297
0.88973117,-2.6851978,0.9796755,0.20055608,1.6814672,0.6203995,0.77197516,2.0,0.9622816
1.0629334,-2.6212926,0.9606523,0.2777437,1.6603324,0.69754136,0.67617136,2.0,-0.012091152
1.2339587,-2.5494413,0.9389937,0.3439257,1.6480699,0.73603517,0.30069277,2.0,-0.36392942
1.4037207,-2.4736247,0.9278951,0.3728409,1.6606169,0.7003937,-0.013590516,2.0,-1.4706112
1.5747753,-2.4014795,0.9284161,0.37154156,1.7110837,0.568218,-0.6913876,2.0,-1.5666252
1.7510283,-2.3429494,0.95248723,0.30453187,1.7787579,0.24845672,-0.98109776,2.0,-1.5761847
1.9342521,-2.3173566,0.97835386,0.20688452,1.7887057,0.027599117,-1.0272355,2.0,-1.1521723
2.1185007,-2.3145137,0.9947407,0.10239976,1.7857108,-0.1482665,-0.8502027,2.0,-1.2449471
2.3024406,-2.3297863,0.9998833,0.015002699,1.7784228,-0.25214297,-0.7970472,2.0,-1.4245473
2.48563,-2.3557587,0.99774176,-0.06704694,1.6719244,-0.40007824,-0.8035629,1.1478431,-0.8949098
2.6578493,-2.3969693,0.9887874,-0.14930925,1.1983262,-0.4224879,-0.63142043,0.31139475,-0.2141752
2.7812848,-2.4404883,0.97699314,-0.2132596,0.9544188,-0.49609786,-0.637929,0.103152566,0.0
2.8795962,-2.4915898,0.96088094,-0.27695218,0.8475383,-0.39605144,-0.113029175,-0.0,-0.0
2.9668984,-2.5323856,0.9575938,-0.2881212,0.56115615,-0.16738911,0.13113539,-0.0,-0.0
3.024701,-2.5496278,0.9613983,-0.2751603,0.05409497,-0.0050053634,0.027744543,-0.5069508,-0.39952403
3.0302734,-2.5501435,0.9621804,-0.27241153,-0.2962838,0.05034764,-0.09671107,-0.72164065,-0.5687195
2.9997542,-2.5449574,0.9594192,-0.28198305,-0.4876911,0.05926165,-0.27284148,-0.72164065,-0.5687195
2.9495187,-2.538853,0.9511146,-0.30883154,-0.6944142,0.0935598,-0.42241973,-0.72164065,-0.5687195
2.8779895,-2.5292156,0.93678135,-0.34991136,-0.7694585,0.11309765,-0.50670743,-0.96404046,-0.7597529
2.7987301,-2.517566,0.9172485,-0.3983063,-0.9533298,0.17687017,-0.5755424,-1.1958983,-0.9424783
2.7005308,-2.499347,0.892037,-0.45195326,-1.0798837,0.2692296,-0.7226711,-1.1958983,-0.9424783
2.5892956,-2.4716146,0.8559526,-0.51704246,-1.1386456,0.36405346,-0.8246525,-1.1958983,-0.9424783
2.4720078,-2.4341147,0.80899644,-0.5877974,-1.137455,0.4744167,-0.7876714,-1.0721762,-0.0
2.3548422,-2.3852468,0.75869924,-0.6514326,-0.9905211,0.5637236,-0.5888546,0.05388808,-0.042468794
2.252812,-2.3271794,0.7178188,-0.6962297,-0.41751006,0.3622214,-0.18986678,0.85405403,-0.6730735
2.2098057,-2.289868,0.70406514,-0.71013373,0.11431133,-0.06653145,-0.08716614,1.6150589,-1.2728156
2.2215805,-2.2967215,0.6976614,-0.71642727,0.46368992,-0.50677735,-0.3316588,1.7843202,-1.4062091
2.2693436,-2.3489227,0.6727838,-0.73983884,0.66897845,-1.0078121,-0.5712766,2.0,-1.5761847
2.3382528,-2.4527342,0.6281056,-0.7781221,0.8307582,-1.4014642,-0.7803379,2.0,-1.5761847
2.4238265,-2.5970943,0.5635987,-0.8260414,0.8258535,-1.7004329,-0.94565684,2.0,-1.5761847
2.508895,-2.7722502,0.48059067,-0.8769389,0.6827204,-1.8954723,-1.0072749,2.0,-1.5761847
2.5792196,-2.9674962,0.38717976,-0.9219931,0.45281222,-1.9906521,-1.0649993,1.1035832,-0.114938706
2.6258624,-3.1725466,0.28390965,-0.95883685,0.1884192,-1.6304445,-0.5687764,-0.0,-0.0
2.6452706,-3.3404932,0.22728166,-0.973829,0.14578398,-1.3402771,0.104423426,-0.5889873,-0.4641764
2.6602874,-3.4785507,0.23774311,-0.97132796,0.14457409,-0.49385932,0.23160958,-1.3294525,-1.0477314
2.6751795,-3.5294213,0.26084653,-0.9653802,-0.077882126,0.30328032,-0.07521391,-1.3608203,-1.0724521
2.6671572,-3.4981816,0.2533592,-0.96737105,-0.22703502,0.47864267,-0.48775992,-1.3608203,-1.0724521
2.643771,-3.448878,0.2044567,-0.978874,-0.47965014,0.8266264,-0.8651162,-1.3608203,-1.0724521
2.594364,-3.3637302,0.11653008,-0.99317986,-0.51482636,1.2374468,-0.70577806,-1.3509389,-1.0646646
2.5413334,-3.236265,0.04408169,-0.99901676,-0.44030082,1.494403,-1.0982815,-1.3401898,-1.0561934
