step,training_time,log_obs,RMSE
47501,5269.980999739977,34.633690459387644,0.40331158
48001,5324.471226240985,34.914826835904805,0.40274864
48501,5378.857094105982,35.52530673571995,0.4017922
49001,5433.209256284984,34.6741475377764,0.4041373
49501,5487.604965235987,35.21208814212254,0.40221792
50001,5541.956430245994,34.857770511082244,0.39979535
50501,5596.29928382199,34.598812205450876,0.40103006
51001,5650.458381377985,35.05080928121294,0.39912128
51501,5704.283454672992,34.94559076854161,0.39946824
52001,5757.639622607004,34.764217785426546,0.40234175
52501,5810.939199511011,35.21161082812718,0.39853188
53001,5864.238776033003,34.755845648901804,0.3996825
53501,5917.535198993008,34.64687303134373,0.39821833
54001,5970.6988952719985,34.91964180128915,0.40250084
54501,6023.950713402005,34.04089685848781,0.4052069
55001,6077.072569637009,34.42066124507359,0.40516463
55501,6130.102947944006,35.24392008781433,0.40444013
56001,6183.298542075005,34.99675709860666,0.40674797
56501,6236.485745457002,34.39350342750549,0.4055674
57001,6289.7811467440015,34.64073470660618,0.40568274
