step,training_time,log_obs,RMSE
1,0.810912194,-10.743417160851616,1.463776
501,54.534635371999975,6.476792999676296,1.2009526
1001,108.0683937239999,18.698617560522898,0.9686646
1501,161.5061433460001,26.163798570632935,0.8214858
2001,214.88635677599999,29.804363216672623,0.748558
2501,268.1935082839998,31.70818144934518,0.71291715
3001,321.45066416599974,32.664633989334106,0.68953305
3501,374.767784437999,33.17073852675302,0.67672604
4001,428.06969773399885,33.48627281188965,0.6670678
4501,481.3900284219987,34.04252324785505,0.65634817
5001,534.4916834779984,34.2565529687064,0.64687425
5501,587.4752917269996,34.3285038130624,0.63748753
6001,640.5259740580004,34.4809844153268,0.63152397
6501,693.9597233850004,34.43396782875061,0.6226536
7001,747.9443181590013,34.72889951297215,0.6115425
7501,802.3943639990005,34.77368674959455,0.60187113
8001,856.1237108480003,34.90408437592642,0.59516203
8501,909.7372563450001,35.130836554936,0.5849042
9001,963.203120824001,35.00267021996634,0.57695645
9501,1017.7249408330001,35.13587900570461,0.5703218
10001,1071.7867243079982,35.33133677073887,0.5608866
10501,1125.9484844749984,35.400757449013845,0.55195683
11001,1179.457308096999,35.499090909957886,0.5441276
11501,1233.1158078270005,35.5347272668566,0.53633887
12001,1287.1069544599998,35.607274123600554,0.5285623
12501,1341.5445124140008,35.683573484420776,0.5236811
13001,1395.21916368,35.73619999204363,0.51596487
13501,1449.7985651650022,35.50105806759426,0.50982404
14001,1503.2984911740025,35.692942312785554,0.5033683
14501,1556.5805209150026,35.81667913709368,0.49732947
15001,1609.576825884002,36.034347193581716,0.49135035
15501,1662.500670717002,35.87897423335484,0.48568863
16001,1715.4495879700028,35.75171988351004,0.47998
16501,1768.407359910002,35.707148347582134,0.4743783
17001,1821.4031578970012,35.937547309058054,0.4699157
17501,1874.4756729600037,36.14201463971819,0.4654763
18001,1927.4449939240037,36.03361078671047,0.4611302
18501,1980.476230960004,36.25366023608616,0.45640442
19001,2033.398756614003,35.77540533883231,0.45230395
19501,2086.224131090997,35.92493643079485,0.44888943
20001,2139.3529369690013,35.86177158355713,0.4451027
20501,2193.4702342450037,35.860135078430176,0.44179863
21001,2247.2488778690076,36.17366756711687,0.43918118
21501,2301.3033794840094,36.16492084094456,0.43531767
22001,2354.455650791011,36.290779556546894,0.43084925
22501,2407.3812506690138,35.64335601670401,0.43119135
23001,2460.2064785980187,35.760538407734465,0.4279211
23501,2512.941948395018,36.069093874522615,0.4237407
24001,2565.7137856690156,36.208090100969585,0.4219796
24501,2618.66173195802,36.090496744428364,0.41907638
25001,2672.1703401220248,35.827297585351126,0.4188207
25501,2726.337985869026,35.86324225153242,0.4159107
26001,2779.975485822022,35.62300661631993,0.41490534
26501,2833.5246519490256,36.106750215802876,0.4132009
27001,2886.7560189390238,35.8083941595895,0.4101521
27501,2940.2392458780196,36.13226645333426,0.40902486
28001,2993.495149291018,35.992651394435335,0.40829515
28501,3046.8963560000243,35.547803912843975,0.40750578
29001,3099.7326237860257,35.825697319848196,0.40460747
29501,3152.9601193030285,35.993734291621614,0.40268674
30001,3206.7662632340284,35.66361165046692,0.40343502
30501,3260.6717180060336,35.94284163202558,0.40284005
31001,3314.975156866038,36.03400444984436,0.40010116
31501,3369.9263773920384,36.02379717145647,0.39893183
32001,3424.9310323540403,35.8597457749503,0.39870113
32501,3479.2990481150428,35.85817878586905,0.39745358
33001,3533.4824831060423,35.534065519060405,0.39771652
33501,3588.4817725630423,35.81404781341553,0.3973249
34001,3643.4904112990475,35.30526259967259,0.39647144
34501,3698.2967776430487,35.39483026095799,0.3979926
35001,3753.0849396050517,35.929732356752666,0.3954181
35501,3807.5384913040466,35.67339260237558,0.3949284
36001,3861.731361881047,35.92676138877869,0.3946104
36501,3916.0340783790525,35.494792222976685,0.39450103
37001,3970.3351950890515,35.71950241497585,0.39208418
37501,4024.559633971052,35.26923370361328,0.3948341
38001,4077.889835469054,35.177640846797395,0.39373928
38501,4130.336944040048,35.3128102847508,0.39299503
39001,4182.576388457039,35.00355356080191,0.3948541
39501,4235.204428188038,35.37215791429792,0.39502844
40001,4287.815671021028,34.84210269791739,0.39503843
40501,4340.182497316022,35.527144057410105,0.39209598
41001,4392.610568796021,35.6220806326185,0.39269105
41501,4444.4205422640225,35.734789916447234,0.39307827
42001,4494.9020960630305,35.36485368864877,0.393785
42501,4545.311991811037,35.202909571783884,0.39176607
43001,4595.721272935037,34.923109837940764,0.39318067
43501,4646.4294635170445,35.42058760779245,0.3951939
44001,4697.262002132047,35.3591559273856,0.39217708
44501,4747.945419928059,34.7753119468689,0.39667138
45001,4798.452672980061,35.18081269945417,0.3931511
45501,4848.86873173406,34.555687699999126,0.39671102
46001,4899.641793155063,35.527929714747835,0.3954977
46501,4950.2991483710675,35.37520170211792,0.39575082
47001,5001.135929737065,35.36163139343262,0.39585093
47501,5053.920487264065,35.526580810546875,0.3959755
48001,5106.693387380064,34.945317949567524,0.3957412
48501,5159.079364533064,34.10651591845921,0.39683932
49001,5211.598368855064,35.36919968468802,0.39321774
49501,5264.056033593066,35.03229219572885,0.39464355
50001,5316.185552671066,35.20016731534685,0.39529094
50501,5368.345817545061,35.20504839079721,0.39493614
51001,5421.140953177063,35.43031597137451,0.39374122
51501,5475.080169362058,34.58288165501186,0.39562482
52001,5527.468736886057,35.42173058646066,0.39465076
52501,5580.411378079064,35.08806777000427,0.39645332
53001,5632.875596009062,34.852957827704294,0.39579087
53501,5685.822014132062,34.8452364717211,0.39834705
54001,5737.99222672806,34.50340730803354,0.3981631
54501,5790.101372354055,34.7155613558633,0.39933795
55001,5842.383944027054,33.96398639678955,0.4004787
55501,5894.948552412053,34.861936058316914,0.39673313
56001,5947.2582887100425,35.01788599150522,0.39910918
56501,6000.258805774044,35.1020074571882,0.3992621
57001,6053.4378403950495,34.556388003485544,0.39958212
57501,6105.7464342930525,34.56014381136213,0.39999104
