method,log_obs,RMSE
Handwritten,11.786406970024109,1.0242207
Super_Hand,26.045167932510378,0.69799215
Super_TV,21.01423940896988,0.69737136
Super_noiseless,34.894438757896424,0.38184032
EM,36.04704620361328,0.41043782
