method,log_obs,RMSE
Handwritten,-1090.3590595151697,1.3217913
FitHand,71.41859900610787,0.7213593
FitTV,-15.127653074690276,0.69647723
FitTruth,66.7611575433186,0.713555
EM,77.75675624608994,0.52206457
