step,training_time,log_obs,RMSE
1,0.252555075,-20.440441761698043,1.4818385
501,77.9202170529999,7.5197702305657526,1.183603
1001,156.16725651699994,21.493228878293717,0.91560876
1501,234.96954862700028,28.650942836488998,0.7736525
2001,311.3207347500012,31.491567645754134,0.7126755
2501,389.58904805000117,32.8402419771467,0.6863016
3001,468.12062505900167,33.67889969689505,0.67072004
3501,547.5710383930013,33.83594134875706,0.6604031
4001,627.5136307450026,34.338835784367156,0.6490113
4501,707.0222239240018,34.56410731588091,0.6383359
5001,788.2251957710023,34.64828453745161,0.6291298
5501,868.3860460600018,35.0002533027104,0.6209191
6001,949.8496127370017,35.06761659894671,0.611055
6501,1031.3464192770023,35.26672812870571,0.60378104
7001,1116.873714843001,35.16512686865671,0.5927776
7501,1198.1284925439998,35.37196435247149,0.5818906
8001,1272.987918971999,35.35823804991586,0.57245773
8501,1346.2419532129986,35.57497896466936,0.5646234
9001,1417.3389966649986,35.57159311430795,0.5522962
9501,1486.362430154001,35.722890513283865,0.54147905
10001,1564.3933272010026,35.75247349057879,0.5331538
10501,1643.7531051580008,35.667324849537444,0.52428484
11001,1724.0072600230012,35.83430715969631,0.5145599
11501,1805.7778697150022,35.81602566582816,0.50656515
12001,1887.8745014370018,35.951966524124146,0.50078
12501,1970.2174670210024,36.179329259055,0.49351725
13001,2053.141301086001,36.11133871759687,0.48716238
13501,2136.0861872580026,36.100503649030415,0.48204297
14001,2218.901889391,36.14787558146885,0.47472695
14501,2300.9009569179984,36.306087902614046,0.46870974
15001,2382.852533377996,36.28953882626125,0.46333632
15501,2463.7191281229984,36.352915797914775,0.4580812
16001,2546.725524846996,36.138265643801006,0.45333213
16501,2629.0613945809923,36.352385657174246,0.44883224
17001,2710.761304501992,36.27365238325937,0.4452897
17501,2792.4571447659882,36.33046381814139,0.4426082
18001,2873.6001177689877,36.16488569123404,0.43860626
18501,2953.575642561985,36.47316442217146,0.43428108
19001,3031.845479122983,36.13966287885393,0.4300409
19501,3115.0427871199845,36.010377747671946,0.42765775
20001,3196.2364069099863,36.313802106039866,0.42520526
20501,3277.046153680981,36.381187847682405,0.42191586
21001,3357.841630614978,36.61623985426767,0.41851577
21501,3438.2186850579833,36.58228496142796,0.416277
22001,3518.9457864019805,36.45778931890215,0.41332498
22501,3600.5999705899762,36.257489034107756,0.41192535
23001,3681.55923625597,35.914272444588796,0.41156772
23501,3762.7586269639714,36.360044070652556,0.4091778
24001,3843.3869572699737,36.30142600195749,0.40752178
24501,3924.6247208189757,36.251769815172466,0.40563148
25001,4006.9607126789806,36.04837897845677,0.40413746
25501,4089.6157285559825,36.28859298569815,0.40449044
26001,4172.011441711977,36.17892912455967,0.40184817
26501,4254.2854990239675,35.89760889325823,0.40233287
27001,4337.829924630972,36.21084386961801,0.40035912
27501,4422.227254472978,36.18605392319815,0.4006792
28001,4507.959715537969,36.22209422928946,0.39912096
28501,4593.063164962971,36.433336802891326,0.39798865
29001,4673.520536981961,36.41750693321228,0.39707884
29501,4751.423300923961,36.02300313540867,0.39714047
30001,4827.775867241966,35.545242650168284,0.39652994
30501,4901.742492583962,35.84867215156555,0.39614654
31001,4976.516761566966,35.61927662576948,0.3957789
31501,5060.29304817597,36.36744850022452,0.39442164
32001,5144.414674097971,35.9238349710192,0.39560375
32501,5227.819491296968,36.15421666417803,0.3935151
33001,5312.15099215797,35.89374140330723,0.39390656
33501,5397.0343297459685,36.13282455716814,0.39229298
34001,5481.4840762049635,36.34887627192906,0.39192033
34501,5567.132212787962,35.54795019967215,0.39309505
35001,5652.7528514299665,35.38237585340227,0.39389703
35501,5738.499754810973,36.081438643591746,0.39064476
36001,5824.591680436973,35.97990877287729,0.39121723
36501,5910.780475036975,36.223413058689665,0.39097697
37001,5997.448325296975,35.549609013966155,0.39275402
37501,6079.940656283973,35.18398812838963,0.39339852
38001,6165.865556494965,36.063051973070415,0.39362285
38501,6251.93841338396,35.88004534585135,0.39075392
39001,6337.801250393959,35.851911783218384,0.38998905
39501,6423.223098256953,35.92325241225107,0.39282212
40001,6507.701542700954,35.7783294745854,0.39146084
